SNo,Pair,Date,Session,Day,Direction,Entry_Price,SL_Price,TP_Price,Exit_Price,SL_Pips,Lot_Size,Account_Balance,Risk_Amount,RR,PnL,TP_Hit,Result,Trade_Duration
160,EURUSD,2021-02-02,New York,Tuesday,Sell,1.10944,1.11084,1.10594,1.11081,14.0,1.32,98302.83,184.8,0.93,-129.36,SL Hit,Loss,35m
161,EURUSD,2021-02-02,New York,Tuesday,Buy,1.08912,1.08808,1.09172,1.0881,10.4,1.32,98177.12,137.28,0.94,-125.71,SL Hit,Loss,1h 5m
162,GBPUSD,2021-02-02,New York,Tuesday,Buy,1.27659,1.27511,1.28103,1.27659,14.8,1.32,98177.12,144.37,0.0,0.0,BE,,1h 10m
163,XAUUSD,2021-02-02,New York,Tuesday,Buy,1965.81,1965.74,1965.98,1965.74,6.8,2.37,98030.33,161.16,0.91,-146.79,SL Hit,Loss,45m
164,GBPUSD,2021-02-02,London,Tuesday,Buy,1.25826,1.25709,1.26199,1.26199,11.7,1.32,98442.23,154.44,3.19,411.9,TP1 (1:3),Win,2h 30m
165,EURGBP,2021-02-02,London,Tuesday,Buy,0.88347,0.88253,0.88629,0.88347,9.4,1.32,98442.23,135.69,0.0,0.0,BE,,45m
166,XAUUSD,2021-02-02,London,Tuesday,Buy,2093.54,2093.42,2093.84,2093.42,12.0,1.55,98273.39,186.0,0.91,-168.84,SL Hit,Loss,27m
167,XAUUSD,2021-02-02,New York,Tuesday,Sell,2081.65,2081.72,2081.47,2081.72,7.4,2.0,98126.86,148.0,0.99,-146.53,SL Hit,Loss,18m
168,XAUUSD,2021-02-02,London,Tuesday,Sell,1893.92,1894.01,1893.66,1893.92,8.6,1.83,98126.86,157.74,0.0,0.0,BE,,3h 0m
169,EURGBP,2021-02-03,London,Wednesday,Sell,0.84469,0.84626,0.84077,0.84624,15.7,1.32,97975.65,269.41,0.95,-151.21,SL Hit,Loss,55m
170,USDCAD,2021-02-03,London,Wednesday,Sell,1.2461,1.24736,1.24253,1.24255,12.6,1.39,98357.94,134.86,2.83,382.29,TP1 (1:3),Win,3h 40m
171,USDCAD,2021-02-03,London,Wednesday,Sell,1.2772,1.27808,1.27456,1.2772,8.8,1.99,98357.94,135.08,0.0,0.0,BE,,3h 0m
172,EURUSD,2021-02-03,New York,Wednesday,Buy,1.09473,1.09344,1.09796,1.09347,12.9,1.32,98198.09,170.28,0.95,-159.85,SL Hit,Loss,48m
173,EURUSD,2021-02-03,London,Wednesday,Sell,1.03917,1.03969,1.03787,1.03969,5.2,3.22,98035.63,167.44,0.97,-162.46,SL Hit,Loss,58m
174,EURGBP,2021-02-03,London,Wednesday,Buy,0.882,0.88109,0.88428,0.8811,9.1,1.48,97869.13,175.08,0.95,-166.5,SL Hit,Loss,40m
175,EURUSD,2021-02-03,New York,Wednesday,Sell,1.03031,1.03122,1.02738,1.02743,9.1,1.33,98259.87,121.03,3.22,390.74,TP1 (1:3),Win,1h 48m
176,GBPUSD,2021-02-03,New York,Wednesday,Buy,1.23511,1.23457,1.23646,1.23458,5.4,3.17,98093.66,171.18,0.97,-166.21,SL Hit,Loss,35m
177,EURGBP,2021-02-03,New York,Wednesday,Sell,0.85367,0.85426,0.8522,0.85424,5.9,2.33,97930.76,178.71,0.91,-162.9,SL Hit,Loss,27m
178,GBPUSD,2021-02-03,New York,Wednesday,Sell,1.2777,1.27814,1.27629,1.27632,4.4,2.69,98311.4,118.36,3.21,380.64,TP1 (1:3),Win,1h 2m
179,USDCAD,2021-02-03,New York,Wednesday,Sell,1.33252,1.33406,1.32867,1.33405,15.4,1.32,98189.65,156.53,0.93,-121.75,SL Hit,Loss,35m
180,USDCAD,2021-02-08,New York,Monday,Buy,1.23723,1.23584,1.2407,1.23585,13.9,1.48,98032.89,158.4,0.99,-156.76,SL Hit,Loss,27m
181,USDCAD,2021-02-08,New York,Monday,Sell,1.24839,1.24889,1.24714,1.24886,5.0,4.43,97874.15,170.56,0.93,-158.74,SL Hit,Loss,32m
182,EURUSD,2021-02-08,New York,Monday,Buy,1.11609,1.11441,1.12113,1.12111,16.8,1.32,98372.51,221.76,3.0,498.36,TP1 (1:3),Win,3h 40m
183,GBPUSD,2021-02-08,London,Monday,Sell,1.27149,1.27257,1.26825,1.27149,10.8,1.35,98372.51,145.87,0.0,0.0,BE,,1h 10m
184,USDCAD,2021-02-08,London,Monday,Sell,1.19651,1.19719,1.19481,1.19717,6.8,2.39,98251.22,125.14,0.97,-121.29,SL Hit,Loss,55m
185,EURGBP,2021-02-08,New York,Monday,Sell,0.84974,0.85101,0.84657,0.85099,12.7,1.32,98084.33,217.93,0.94,-166.89,SL Hit,Loss,27m
186,XAUUSD,2021-02-08,New York,Monday,Sell,1933.69,1933.78,1933.43,1933.43,8.6,1.4,98447.91,120.4,3.01,363.58,TP1 (1:3),Win,7h 5m
187,XAUUSD,2021-02-08,London,Monday,Buy,1841.99,1841.87,1842.39,1842.39,12.0,1.32,98853.55,158.4,3.3,405.64,TP1 (1:3),Win,2h 15m
188,USDCAD,2021-02-08,London,Monday,Buy,1.30298,1.3019,1.30611,1.3061,10.8,1.5,99214.71,124.74,2.9,361.16,TP1 (1:3),Win,3h 40m
189,EURUSD,2021-02-08,London,Monday,Sell,1.04547,1.04669,1.04181,1.04547,12.2,1.32,99214.71,144.95,0.0,0.0,BE,,1h 30m
190,EURGBP,2021-02-08,New York,Monday,Buy,0.84,0.83939,0.84183,0.84,6.1,1.89,99214.71,150.25,0.0,0.0,BE,,1h 30m
191,EURUSD,2021-02-09,New York,Tuesday,Buy,1.09143,1.08978,1.09648,1.09645,16.5,1.32,99624.66,217.8,3.06,409.95,TP1 (1:3),Win,1h 55m
192,XAUUSD,2021-02-09,New York,Tuesday,Buy,2059.72,2059.62,2059.97,2059.62,9.9,1.71,99460.58,169.29,0.97,-164.08,SL Hit,Loss,22m
193,EURGBP,2021-02-09,London,Tuesday,Buy,0.84537,0.84451,0.84791,0.84791,8.6,1.42,99928.08,158.76,2.95,467.5,TP1 (1:3),Win,8h 5m
194,EURUSD,2021-02-09,New York,Tuesday,Buy,1.05804,1.05709,1.06042,1.05712,9.5,1.57,99783.37,149.15,0.97,-144.71,SL Hit,Loss,1h 5m
195,EURUSD,2021-02-09,London,Tuesday,Buy,1.10985,1.10885,1.11235,1.10886,10.0,1.67,99628.22,167.0,0.93,-155.15,SL Hit,Loss,22m
196,USDCAD,2021-02-09,London,Tuesday,Buy,1.33736,1.33609,1.34054,1.33611,12.7,1.32,99505.48,129.08,0.99,-122.74,SL Hit,Loss,12m
197,EURGBP,2021-02-09,New York,Tuesday,Sell,0.84507,0.8465,0.84091,0.84095,14.3,1.32,99861.96,245.39,2.91,356.48,TP1 (1:3),Win,3h 22m
198,XAUUSD,2021-02-09,New York,Tuesday,Buy,2002.96,2002.85,2003.23,2002.85,10.8,1.62,99694.05,174.96,0.96,-167.91,SL Hit,Loss,1h 22m
199,GBPUSD,2021-02-09,New York,Tuesday,Buy,1.2105,1.20894,1.21534,1.21533,15.6,1.32,100168.95,205.92,3.1,474.9,TP1 (1:3),Win,3h 40m
200,EURUSD,2021-02-10,London,Wednesday,Sell,1.05664,1.05801,1.05322,1.05799,13.7,1.32,100019.17,180.84,0.96,-149.78,SL Hit,Loss,27m
201,EURUSD,2021-02-10,New York,Wednesday,Buy,1.08345,1.08176,1.08767,1.08176,16.9,1.32,99886.89,223.08,0.93,-132.28,SL Hit,Loss,40m
202,EURUSD,2021-02-10,London,Wednesday,Buy,1.09533,1.0939,1.09891,1.09391,14.3,1.32,99721.58,188.76,0.97,-165.31,SL Hit,Loss,18m
203,GBPUSD,2021-02-10,London,Wednesday,Buy,1.28496,1.28347,1.28922,1.28919,14.9,1.32,100114.31,196.68,2.86,392.73,TP1 (1:3),Win,8h 5m
204,USDCAD,2021-02-10,New York,Wednesday,Buy,1.25972,1.25917,1.26143,1.26139,5.5,3.64,100592.65,154.15,3.1,478.34,TP1 (1:3),Win,3h 40m
205,USDCAD,2021-02-10,New York,Wednesday,Buy,1.25403,1.25282,1.25706,1.25285,12.1,1.61,100452.02,150.0,0.94,-140.63,SL Hit,Loss,55m
206,GBPUSD,2021-02-10,London,Wednesday,Buy,1.21176,1.21043,1.21508,1.21045,13.3,1.32,100324.07,175.56,0.97,-127.95,SL Hit,Loss,45m
207,USDCAD,2021-02-10,New York,Wednesday,Sell,1.22257,1.22345,1.21999,1.22002,8.8,2.53,100826.95,171.43,2.93,502.88,TP1 (1:3),Win,1h 55m
208,EURUSD,2021-02-10,New York,Wednesday,Buy,1.09996,1.09912,1.10248,1.09996,8.4,2.05,100826.95,172.16,0.0,0.0,BE,,3h 0m
209,XAUUSD,2021-02-10,New York,Wednesday,Buy,1810.29,1810.23,1810.43,1810.23,5.8,2.94,100668.26,170.52,0.93,-158.69,SL Hit,Loss,40m
210,EURGBP,2021-02-10,New York,Wednesday,Sell,0.85069,0.85123,0.84934,0.85123,5.4,1.89,100536.7,132.68,0.99,-131.56,SL Hit,Loss,18m
211,GBPUSD,2021-02-11,London,Thursday,Buy,1.30906,1.30783,1.31213,1.30784,12.3,1.34,100386.48,164.82,0.91,-150.22,SL Hit,Loss,55m
212,EURUSD,2021-02-11,London,Thursday,Buy,1.02117,1.02039,1.02312,1.02041,7.8,1.67,100262.82,130.26,0.95,-123.66,SL Hit,Loss,55m
213,USDCAD,2021-02-11,New York,Thursday,Sell,1.33073,1.33124,1.32946,1.33123,5.1,4.28,100106.67,168.08,0.93,-156.15,SL Hit,Loss,18m
214,GBPUSD,2021-02-11,London,Thursday,Buy,1.21817,1.21679,1.22162,1.21682,13.8,1.32,99986.11,182.16,0.92,-120.56,SL Hit,Loss,58m
215,EURGBP,2021-02-11,London,Thursday,Sell,0.87867,0.87927,0.87685,0.8769,6.0,1.93,100442.3,150.54,3.03,456.19,TP1 (1:3),Win,5h 30m
216,GBPUSD,2021-02-11,New York,Thursday,Sell,1.26942,1.27006,1.26743,1.26746,6.4,1.84,100808.32,117.76,3.11,366.02,TP1 (1:3),Win,1h 48m
217,XAUUSD,2021-02-11,London,Thursday,Buy,1812.64,1812.58,1812.79,1812.58,5.9,2.38,100680.8,140.42,0.91,-127.52,SL Hit,Loss,35m
218,EURGBP,2021-02-11,London,Thursday,Sell,0.84911,0.84994,0.84703,0.84991,8.3,1.32,100551.64,142.43,0.99,-129.16,SL Hit,Loss,27m
219,GBPUSD,2021-02-12,London,Friday,Buy,1.27461,1.27403,1.27643,1.2764,5.8,2.84,101069.15,164.72,3.14,517.51,TP1 (1:3),Win,4h 20m
220,USDCAD,2021-02-12,New York,Friday,Buy,1.22478,1.2242,1.22623,1.22421,5.8,3.5,100914.3,156.31,0.99,-154.85,SL Hit,Loss,12m
221,XAUUSD,2021-02-12,New York,Friday,Buy,1911.36,1911.29,1911.53,1911.29,6.9,2.5,100752.21,172.5,0.94,-162.09,SL Hit,Loss,48m
222,USDCAD,2021-02-12,New York,Friday,Buy,1.32213,1.32166,1.3233,1.32167,4.7,4.88,100584.48,176.61,0.95,-167.73,SL Hit,Loss,22m
223,XAUUSD,2021-02-12,New York,Friday,Sell,2068.31,2068.37,2068.17,2068.37,5.6,2.85,100432.85,159.6,0.95,-151.63,SL Hit,Loss,18m
224,XAUUSD,2021-02-12,London,Friday,Buy,1875.17,1875.01,1875.57,1875.01,15.9,1.32,100302.62,209.88,0.98,-130.23,SL Hit,Loss,12m
225,EURGBP,2021-02-12,New York,Friday,Sell,0.83614,0.83672,0.83469,0.83671,5.8,1.64,100181.36,123.66,0.98,-121.26,SL Hit,Loss,12m
226,USDCAD,2021-02-12,London,Friday,Sell,1.22028,1.22192,1.21618,1.22192,16.4,1.32,100038.9,166.69,0.93,-142.46,SL Hit,Loss,27m
227,XAUUSD,2021-02-12,New York,Friday,Sell,2062.79,2062.88,2062.57,2062.88,8.7,1.4,99918.54,121.8,0.99,-120.36,SL Hit,Loss,1h 5m
228,GBPUSD,2021-02-12,New York,Friday,Sell,1.28664,1.28741,1.28472,1.28738,7.7,2.35,99749.95,180.95,0.93,-168.59,SL Hit,Loss,32m
229,GBPUSD,2021-02-12,New York,Friday,Buy,1.26153,1.26083,1.26328,1.26085,7.0,2.22,99599.26,155.4,0.97,-150.69,SL Hit,Loss,27m
230,EURUSD,2021-02-16,London,Tuesday,Buy,1.09933,1.098,1.10265,1.09802,13.3,1.34,99435.4,178.22,0.92,-163.86,SL Hit,Loss,32m
231,USDCAD,2021-02-16,London,Tuesday,Sell,1.34995,1.35098,1.34737,1.35096,10.3,1.95,99291.4,154.65,0.93,-144.0,SL Hit,Loss,58m
232,USDCAD,2021-02-16,London,Tuesday,Buy,1.1951,1.19458,1.1964,1.1946,5.2,3.34,99161.58,133.73,0.97,-129.82,SL Hit,Loss,1h 5m
233,USDCAD,2021-02-16,London,Tuesday,Sell,1.28634,1.28727,1.28402,1.28726,9.3,2.12,99012.72,151.81,0.98,-148.86,SL Hit,Loss,35m
234,GBPUSD,2021-02-16,London,Tuesday,Sell,1.25462,1.25527,1.253,1.25524,6.5,2.13,98882.38,138.45,0.94,-130.34,SL Hit,Loss,48m
235,XAUUSD,2021-02-16,London,Tuesday,Buy,1912.27,1912.15,1912.58,1912.15,12.4,1.32,98762.15,163.68,0.98,-120.23,SL Hit,Loss,18m
236,XAUUSD,2021-02-16,New York,Tuesday,Sell,2045.87,2045.96,2045.64,2045.96,9.1,1.87,98599.11,170.17,0.96,-163.04,SL Hit,Loss,27m
237,USDCAD,2021-02-16,New York,Tuesday,Buy,1.28963,1.28842,1.29326,1.28963,12.1,1.63,98599.11,152.26,0.0,0.0,BE,,3h 0m
238,XAUUSD,2021-02-16,New York,Tuesday,Sell,2059.31,2059.39,2059.11,2059.39,8.0,1.62,98478.91,129.6,0.93,-120.2,SL Hit,Loss,32m
239,GBPUSD,2021-02-16,New York,Tuesday,Buy,1.25499,1.25358,1.25852,1.2536,14.1,1.32,98344.3,186.12,0.95,-134.61,SL Hit,Loss,55m
240,EURUSD,2021-02-16,New York,Tuesday,Sell,1.073,1.07386,1.07085,1.07385,8.6,1.67,98211.95,143.62,0.92,-132.35,SL Hit,Loss,1h 22m
241,EURUSD,2021-02-17,London,Wednesday,Buy,1.10606,1.10509,1.10848,1.1051,9.7,1.63,98060.27,158.11,0.96,-151.68,SL Hit,Loss,48m
242,GBPUSD,2021-02-17,New York,Wednesday,Buy,1.24695,1.24597,1.25009,1.25009,9.8,1.6,98562.92,156.8,3.2,502.65,TP1 (1:3),Win,7h 5m
243,GBPUSD,2021-02-17,New York,Wednesday,Buy,1.228,1.2274,1.2295,1.22741,6.0,2.62,98418.24,157.2,0.92,-144.68,SL Hit,Loss,1h 22m
244,EURUSD,2021-02-17,New York,Wednesday,Sell,1.02281,1.02354,1.02043,1.02044,7.3,1.87,98863.75,136.51,3.26,445.51,TP1 (1:3),Win,3h 40m
245,USDCAD,2021-02-17,London,Wednesday,Buy,1.33608,1.33475,1.34007,1.33608,13.3,1.38,98863.75,141.48,0.0,0.0,BE,,45m
246,USDCAD,2021-02-17,New York,Wednesday,Buy,1.28818,1.28748,1.28993,1.28749,7.0,2.63,98730.45,141.76,0.94,-133.3,SL Hit,Loss,12m
247,EURGBP,2021-02-17,London,Wednesday,Buy,0.83181,0.83044,0.83524,0.83045,13.7,1.32,98589.14,235.09,0.96,-141.31,SL Hit,Loss,55m
248,GBPUSD,2021-02-17,London,Wednesday,Sell,1.24398,1.245,1.24143,1.24499,10.2,1.49,98449.66,151.98,0.92,-139.48,SL Hit,Loss,55m
249,XAUUSD,2021-02-17,London,Wednesday,Buy,1952.23,1952.08,1952.6,1952.08,14.8,1.32,98316.79,195.36,0.94,-132.87,SL Hit,Loss,1h 5m
250,EURGBP,2021-02-17,London,Wednesday,Sell,0.83815,0.83935,0.83515,0.83934,12.0,1.32,98160.06,205.92,0.91,-156.73,SL Hit,Loss,58m
251,GBPUSD,2021-02-17,New York,Wednesday,Sell,1.28214,1.2833,1.27924,1.28329,11.6,1.43,98006.96,165.88,0.92,-153.1,SL Hit,Loss,32m
252,GBPUSD,2021-02-18,New York,Thursday,Buy,1.27713,1.27639,1.27935,1.27935,7.4,1.95,98439.35,144.3,3.0,432.39,TP1 (1:3),Win,6h 10m
253,XAUUSD,2021-02-18,London,Thursday,Sell,1881.77,1881.82,1881.64,1881.82,5.0,3.11,98286.9,155.5,0.98,-152.45,SL Hit,Loss,1h 22m
254,XAUUSD,2021-02-18,New York,Thursday,Sell,1818.18,1818.27,1817.95,1818.27,9.2,1.69,98133.33,155.48,0.99,-153.57,SL Hit,Loss,1h 5m
255,GBPUSD,2021-02-18,New York,Thursday,Sell,1.29025,1.29113,1.28739,1.28742,8.8,1.32,98507.12,116.16,3.25,373.79,TP1 (1:3),Win,3h 40m
256,USDCAD,2021-02-18,New York,Thursday,Buy,1.22146,1.22066,1.22346,1.22069,8.0,2.77,98345.03,170.63,0.95,-162.09,SL Hit,Loss,35m
257,EURGBP,2021-02-18,London,Thursday,Buy,0.8778,0.87638,0.88135,0.87639,14.2,1.32,98205.22,243.67,0.92,-139.81,SL Hit,Loss,1h 22m
258,GBPUSD,2021-02-18,New York,Thursday,Sell,1.2587,1.25915,1.25757,1.25914,4.5,3.81,98047.68,171.45,0.92,-157.54,SL Hit,Loss,18m
259,GBPUSD,2021-02-18,London,Thursday,Sell,1.2892,1.29045,1.28569,1.2857,12.5,1.32,98486.85,165.0,2.81,439.17,TP1 (1:3),Win,3h 22m
260,USDCAD,2021-02-18,London,Thursday,Buy,1.32547,1.32464,1.32754,1.32464,8.3,2.15,98360.4,137.41,0.92,-126.45,SL Hit,Loss,55m
261,EURUSD,2021-02-19,London,Friday,Buy,1.03897,1.03754,1.04332,1.0433,14.3,1.32,98713.32,188.76,3.04,352.92,TP1 (1:3),Win,12h 20m
262,XAUUSD,2021-02-19,New York,Friday,Sell,1869.84,1870.01,1869.33,1869.33,16.6,1.32,99149.56,219.12,3.07,436.24,TP1 (1:3),Win,2h 15m
263,EURUSD,2021-02-19,New York,Friday,Sell,1.07752,1.07794,1.07647,1.07792,4.2,3.18,99025.21,133.56,0.93,-124.35,SL Hit,Loss,35m
264,GBPUSD,2021-02-19,New York,Friday,Sell,1.26025,1.26069,1.25915,1.26067,4.4,3.79,98868.33,166.76,0.94,-156.88,SL Hit,Loss,27m
265,EURGBP,2021-02-19,London,Friday,Sell,0.88923,0.89082,0.88526,0.8908,15.9,1.32,98736.27,272.84,0.97,-132.06,SL Hit,Loss,45m
266,GBPUSD,2021-02-19,New York,Friday,Sell,1.26003,1.26106,1.25745,1.26105,10.3,2.51,98483.08,258.53,0.98,-253.19,SL Hit,Loss,27m
267,USDCAD,2021-02-19,London,Friday,Sell,1.20412,1.20513,1.20109,1.20412,10.1,1.81,98483.08,140.42,0.0,0.0,BE,,2h 5m
268,XAUUSD,2021-02-19,New York,Friday,Buy,2037.26,2037.14,2037.57,2037.14,12.4,1.32,98354.65,163.68,0.96,-128.43,SL Hit,Loss,40m
269,EURUSD,2021-02-19,New York,Friday,Buy,1.08362,1.08232,1.08752,1.08362,13.0,1.32,98354.65,165.23,0.0,0.0,BE,,1h 30m
270,GBPUSD,2021-02-22,London,Monday,Sell,1.30597,1.30675,1.30402,1.30672,7.8,2.34,98186.42,182.52,0.92,-168.23,SL Hit,Loss,45m
271,XAUUSD,2021-02-22,London,Monday,Sell,1939.65,1939.73,1939.46,1939.73,7.6,1.87,98046.91,142.12,0.98,-139.51,SL Hit,Loss,1h 5m
272,EURUSD,2021-02-22,New York,Monday,Buy,1.10702,1.10575,1.11019,1.10577,12.7,1.32,97885.44,167.64,0.97,-161.47,SL Hit,Loss,1h 22m
273,EURUSD,2021-02-22,London,Monday,Buy,1.11509,1.1136,1.11881,1.11361,14.9,1.32,97726.74,196.68,0.93,-158.7,SL Hit,Loss,12m
274,EURGBP,2021-02-22,New York,Monday,Sell,0.85025,0.85155,0.847,0.85152,13.0,1.32,97562.93,223.08,0.91,-163.81,SL Hit,Loss,58m
275,USDCAD,2021-02-22,London,Monday,Buy,1.20966,1.20897,1.21138,1.20897,6.9,2.54,97437.31,134.95,0.93,-125.62,SL Hit,Loss,55m
276,EURUSD,2021-02-22,New York,Monday,Sell,1.11615,1.1175,1.11278,1.11748,13.5,1.32,97267.74,178.2,0.96,-169.57,SL Hit,Loss,1h 5m
277,XAUUSD,2021-02-22,London,Monday,Buy,1948.15,1948.09,1948.35,1948.35,6.2,1.83,97639.08,113.46,3.27,371.34,TP1 (1:3),Win,1h 55m
278,GBPUSD,2021-02-22,London,Monday,Sell,1.27725,1.27887,1.27237,1.27239,16.2,1.32,98126.57,213.84,3.01,487.49,TP1 (1:3),Win,7h 5m
279,GBPUSD,2021-02-22,New York,Monday,Sell,1.2614,1.26207,1.25939,1.2614,6.7,2.46,98126.57,164.54,0.0,0.0,BE,,45m
280,USDCAD,2021-02-23,New York,Tuesday,Sell,1.1947,1.19547,1.19278,1.19546,7.7,2.74,97978.47,162.45,0.91,-148.1,SL Hit,Loss,1h 5m
281,USDCAD,2021-02-23,London,Tuesday,Buy,1.30837,1.30749,1.31057,1.30752,8.8,2.25,97827.4,152.46,0.99,-151.07,SL Hit,Loss,12m
282,EURUSD,2021-02-23,London,Tuesday,Buy,1.0536,1.05245,1.05648,1.05246,11.5,1.32,97704.8,151.8,0.92,-122.6,SL Hit,Loss,27m
283,XAUUSD,2021-02-23,London,Tuesday,Sell,2083.68,2083.76,2083.47,2083.76,8.4,1.57,97579.47,131.88,0.95,-125.33,SL Hit,Loss,1h 5m
284,EURUSD,2021-02-23,London,Tuesday,Buy,1.11783,1.11664,1.12159,1.12157,11.9,1.32,98069.84,157.08,3.16,490.37,TP1 (1:3),Win,2h 15m
285,EURGBP,2021-02-23,New York,Tuesday,Buy,0.88364,0.88277,0.88582,0.88279,8.7,1.32,97947.81,149.29,0.95,-122.03,SL Hit,Loss,27m
286,EURUSD,2021-02-23,London,Tuesday,Sell,1.09306,1.09397,1.09078,1.09395,9.1,1.72,97799.47,156.52,0.95,-148.34,SL Hit,Loss,22m
287,XAUUSD,2021-02-23,London,Tuesday,Buy,2027.99,2027.87,2028.3,2027.87,12.3,1.32,97653.83,162.36,0.91,-145.64,SL Hit,Loss,58m
288,EURUSD,2021-02-23,New York,Tuesday,Sell,1.04704,1.04787,1.04496,1.04786,8.3,2.09,97496.28,173.47,0.91,-157.55,SL Hit,Loss,58m
289,EURGBP,2021-02-23,New York,Tuesday,Sell,0.84696,0.84864,0.84276,0.84863,16.8,1.32,97332.67,288.29,0.91,-163.61,SL Hit,Loss,32m
290,USDCAD,2021-02-23,London,Tuesday,Sell,1.2055,1.20654,1.20259,1.20259,10.4,2.31,97849.8,184.98,2.8,517.13,TP1 (1:3),Win,5h 30m
291,USDCAD,2021-02-24,New York,Wednesday,Buy,1.26306,1.26161,1.26731,1.26729,14.5,1.41,98310.13,157.43,2.93,460.33,TP1 (1:3),Win,3h 40m
292,GBPUSD,2021-02-24,London,Wednesday,Sell,1.26625,1.26787,1.26095,1.26096,16.2,1.32,98796.35,213.84,3.27,486.22,TP1 (1:3),Win,4h 20m
293,EURUSD,2021-02-24,New York,Wednesday,Buy,1.05023,1.0493,1.05255,1.04932,9.3,1.85,98629.72,172.05,0.97,-166.63,SL Hit,Loss,48m
294,EURUSD,2021-02-24,London,Wednesday,Buy,1.02086,1.01967,1.02433,1.02429,11.9,1.34,99096.89,159.46,2.92,467.17,TP1 (1:3),Win,8h 5m
295,USDCAD,2021-02-24,London,Wednesday,Sell,1.23113,1.23256,1.2268,1.22682,14.3,1.45,99580.12,159.66,3.03,483.23,TP1 (1:3),Win,8h 5m
296,XAUUSD,2021-02-24,London,Wednesday,Buy,1860.06,1860.01,1860.19,1860.01,5.1,2.42,99457.82,123.42,0.99,-122.3,SL Hit,Loss,40m
297,USDCAD,2021-02-24,New York,Wednesday,Buy,1.31607,1.31556,1.31754,1.31751,5.1,4.26,99939.63,167.29,2.88,481.81,TP1 (1:3),Win,6h 10m
298,EURGBP,2021-02-24,New York,Wednesday,Buy,0.8501,0.84843,0.85428,0.84844,16.7,1.32,99790.08,286.57,0.98,-149.55,SL Hit,Loss,40m
299,GBPUSD,2021-02-24,London,Wednesday,Sell,1.26026,1.26097,1.25848,1.26094,7.1,2.25,99644.76,159.75,0.91,-145.32,SL Hit,Loss,12m
300,USDCAD,2021-02-25,London,Thursday,Buy,1.34203,1.34144,1.3435,1.34145,5.9,3.17,99505.17,144.01,0.97,-139.59,SL Hit,Loss,27m
301,USDCAD,2021-02-25,London,Thursday,Buy,1.21991,1.21895,1.22231,1.21896,9.6,2.2,99355.71,162.62,0.92,-149.46,SL Hit,Loss,1h 22m
302,XAUUSD,2021-02-25,London,Thursday,Sell,2040.73,2040.78,2040.62,2040.78,4.5,3.43,99204.49,154.35,0.98,-151.22,SL Hit,Loss,12m
303,EURUSD,2021-02-25,New York,Thursday,Sell,1.0413,1.04225,1.03855,1.03857,9.5,1.57,99636.16,149.15,2.89,431.67,TP1 (1:3),Win,3h 22m
304,EURUSD,2021-02-25,New York,Thursday,Sell,1.10142,1.10255,1.09859,1.10253,11.3,1.32,99499.66,149.16,0.94,-136.5,SL Hit,Loss,40m
305,EURUSD,2021-02-25,London,Thursday,Buy,1.09794,1.09708,1.10052,1.09794,8.6,1.85,99499.66,159.24,0.0,0.0,BE,,45m
306,EURUSD,2021-02-25,London,Thursday,Sell,1.06662,1.06812,1.06287,1.06809,15.0,1.32,99372.19,198.0,0.93,-127.47,SL Hit,Loss,32m
307,USDCAD,2021-02-25,New York,Thursday,Buy,1.32876,1.32727,1.33248,1.32727,14.9,1.32,99239.38,151.44,0.95,-132.81,SL Hit,Loss,55m
308,EURGBP,2021-02-26,New York,Friday,Sell,0.88203,0.88341,0.87858,0.88338,13.8,1.32,99084.99,236.81,0.96,-154.39,SL Hit,Loss,58m
309,XAUUSD,2021-02-26,London,Friday,Buy,1844.9,1844.75,1845.38,1845.38,15.5,1.32,99478.46,204.6,3.09,393.47,TP1 (1:3),Win,3h 22m
310,GBPUSD,2021-02-26,London,Friday,Sell,1.24544,1.24633,1.24277,1.24544,8.9,1.82,99478.46,161.85,0.0,0.0,BE,,1h 10m
311,USDCAD,2021-02-26,London,Friday,Buy,1.26198,1.26125,1.26381,1.26125,7.3,2.83,99324.19,159.07,0.97,-154.27,SL Hit,Loss,48m
312,XAUUSD,2021-02-26,New York,Friday,Sell,2094.45,2094.55,2094.16,2094.16,9.6,1.47,99750.07,141.12,3.01,425.88,TP1 (1:3),Win,4h 20m
313,EURGBP,2021-02-26,New York,Friday,Buy,0.84816,0.84702,0.85175,0.85173,11.4,1.32,100129.02,195.62,3.15,378.95,TP1 (1:3),Win,6h 10m
314,EURUSD,2021-02-26,London,Friday,Sell,1.07002,1.07146,1.06642,1.07145,14.4,1.32,99962.57,190.08,0.93,-166.45,SL Hit,Loss,1h 22m
315,GBPUSD,2021-02-26,London,Friday,Sell,1.27176,1.27327,1.26798,1.27324,15.1,1.32,99822.93,199.32,0.92,-139.64,SL Hit,Loss,40m
316,EURUSD,2021-02-26,New York,Friday,Buy,1.09387,1.09334,1.09519,1.09337,5.3,3.1,99670.0,164.3,0.93,-152.93,SL Hit,Loss,35m
317,EURUSD,2021-03-01,New York,Monday,Buy,1.04065,1.03946,1.04363,1.03949,11.9,1.32,99525.48,157.08,0.97,-144.52,SL Hit,Loss,55m
318,EURUSD,2021-03-01,London,Monday,Sell,1.11589,1.11675,1.11374,1.11673,8.6,1.32,99440.83,113.52,0.99,-84.65,SL Hit,Loss,18m
